scenario_id	realisation	source_address	source_key_hex	optimizer_address	optimizer_key_hex
LOCAL_TREE-ABRUPT-MILD	12	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=012	6fc62b2bbdc6ae5f	DT-I05-NST-v1|EXT|OPTIMISER|stream=6fc62b2bbdc6ae5f	a72c6d9c224d1a1f
LOCAL_TREE-ABRUPT-MILD	13	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=013	4b273a87ee2538d4	DT-I05-NST-v1|EXT|OPTIMISER|stream=4b273a87ee2538d4	ba0bf858a402184f
LOCAL_TREE-ABRUPT-MILD	14	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=014	ba196882233aed67	DT-I05-NST-v1|EXT|OPTIMISER|stream=ba196882233aed67	c1d299a845cc5598
LOCAL_TREE-ABRUPT-MILD	15	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=015	1dfb56693f613b14	DT-I05-NST-v1|EXT|OPTIMISER|stream=1dfb56693f613b14	138d33d81ce676e6
LOCAL_TREE-ABRUPT-MILD	16	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=016	1b674c12bdc05937	DT-I05-NST-v1|EXT|OPTIMISER|stream=1b674c12bdc05937	541da406a63af2bf
LOCAL_TREE-ABRUPT-MILD	17	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=017	22d82e5a62212329	DT-I05-NST-v1|EXT|OPTIMISER|stream=22d82e5a62212329	aca8fff521cdbea2
LOCAL_TREE-ABRUPT-MILD	18	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=018	59a6bbb7bc0944d2	DT-I05-NST-v1|EXT|OPTIMISER|stream=59a6bbb7bc0944d2	ae0a23d02adba7cc
LOCAL_TREE-ABRUPT-MILD	19	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=019	9df7c5fefa1870fb	DT-I05-NST-v1|EXT|OPTIMISER|stream=9df7c5fefa1870fb	679c5e67bd5d09f3
LOCAL_TREE-ABRUPT-MILD	20	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=020	a0b171d6068ce7b1	DT-I05-NST-v1|EXT|OPTIMISER|stream=a0b171d6068ce7b1	cd4c46ac46ace9cc
LOCAL_TREE-ABRUPT-MILD	21	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=021	60ba6792481e3d94	DT-I05-NST-v1|EXT|OPTIMISER|stream=60ba6792481e3d94	e15abcc6a8e1106f
LOCAL_TREE-ABRUPT-MILD	22	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=022	9a798b3ce06ea41d	DT-I05-NST-v1|EXT|OPTIMISER|stream=9a798b3ce06ea41d	3bacacafc2f8c333
LOCAL_TREE-ABRUPT-MILD	23	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=023	f13feb1613076d84	DT-I05-NST-v1|EXT|OPTIMISER|stream=f13feb1613076d84	5dd674f21f34e3b9
LOCAL_TREE-ABRUPT-MILD	24	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=024	51dc37f955a5bb25	DT-I05-NST-v1|EXT|OPTIMISER|stream=51dc37f955a5bb25	f43f933c2e8dea9b
LOCAL_TREE-ABRUPT-MILD	25	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=025	a62718ee4daf6c9e	DT-I05-NST-v1|EXT|OPTIMISER|stream=a62718ee4daf6c9e	77cabc32b0ab4af0
LOCAL_TREE-ABRUPT-MILD	26	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=026	91636300f6cfeae8	DT-I05-NST-v1|EXT|OPTIMISER|stream=91636300f6cfeae8	40453b8315d3f35e
LOCAL_TREE-ABRUPT-MILD	27	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=027	7eaa14426448eded	DT-I05-NST-v1|EXT|OPTIMISER|stream=7eaa14426448eded	37beb5b89af558e8
LOCAL_TREE-ABRUPT-MILD	28	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=028	a72310b57b4642d8	DT-I05-NST-v1|EXT|OPTIMISER|stream=a72310b57b4642d8	3925a4065a46610f
LOCAL_TREE-ABRUPT-MILD	29	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=029	5e8a158b01099ab0	DT-I05-NST-v1|EXT|OPTIMISER|stream=5e8a158b01099ab0	0c8540e4abd6fc64
LOCAL_TREE-ABRUPT-MILD	30	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=030	33a704d8ec199b57	DT-I05-NST-v1|EXT|OPTIMISER|stream=33a704d8ec199b57	8038378b33546d1d
LOCAL_TREE-ABRUPT-MILD	31	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=031	1ad55cd4beccbed3	DT-I05-NST-v1|EXT|OPTIMISER|stream=1ad55cd4beccbed3	6f1ceba245afcb49
LOCAL_TREE-ABRUPT-MILD	32	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=032	e3a563e0a2ca9966	DT-I05-NST-v1|EXT|OPTIMISER|stream=e3a563e0a2ca9966	45668e91d08d17f5
LOCAL_TREE-ABRUPT-MILD	33	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=033	9989040256965081	DT-I05-NST-v1|EXT|OPTIMISER|stream=9989040256965081	fab03173555a3b53
LOCAL_TREE-ABRUPT-MILD	34	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=034	deb08f5626d1b684	DT-I05-NST-v1|EXT|OPTIMISER|stream=deb08f5626d1b684	d106fa942d27ed81
LOCAL_TREE-ABRUPT-MILD	35	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=035	20a8a3119b5b0f7f	DT-I05-NST-v1|EXT|OPTIMISER|stream=20a8a3119b5b0f7f	d67a3740d8e06ff4
LOCAL_TREE-ABRUPT-MILD	36	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=036	62f3159c883a03e4	DT-I05-NST-v1|EXT|OPTIMISER|stream=62f3159c883a03e4	16101d728ad400c5
LOCAL_TREE-ABRUPT-MILD	37	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=037	5cec04b0201ca041	DT-I05-NST-v1|EXT|OPTIMISER|stream=5cec04b0201ca041	d2992d7b46005379
LOCAL_TREE-ABRUPT-MILD	38	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=038	74b1b63fd025cc0f	DT-I05-NST-v1|EXT|OPTIMISER|stream=74b1b63fd025cc0f	f9cdfd798846f9d5
LOCAL_TREE-ABRUPT-MILD	39	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=039	b33d2fb0ef608bf5	DT-I05-NST-v1|EXT|OPTIMISER|stream=b33d2fb0ef608bf5	532d26b3f37078ce
LOCAL_TREE-ABRUPT-MILD	40	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=040	a689172141763a3e	DT-I05-NST-v1|EXT|OPTIMISER|stream=a689172141763a3e	dc20465b170de7ab
LOCAL_TREE-ABRUPT-MILD	41	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=041	6304368867c7f17e	DT-I05-NST-v1|EXT|OPTIMISER|stream=6304368867c7f17e	7a6b7edf931d1cd4
LOCAL_TREE-ABRUPT-MILD	42	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=042	c7928f7be9e88b79	DT-I05-NST-v1|EXT|OPTIMISER|stream=c7928f7be9e88b79	17131b8b54d4463c
LOCAL_TREE-ABRUPT-MILD	43	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=043	0cca2f69e6e4da2b	DT-I05-NST-v1|EXT|OPTIMISER|stream=0cca2f69e6e4da2b	0dc80e99f6e8138b
LOCAL_TREE-ABRUPT-MILD	44	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=044	75ce061d0d28f743	DT-I05-NST-v1|EXT|OPTIMISER|stream=75ce061d0d28f743	06df074769544148
LOCAL_TREE-ABRUPT-MILD	45	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=045	9a236436228937a2	DT-I05-NST-v1|EXT|OPTIMISER|stream=9a236436228937a2	1e5ea442957328d5
LOCAL_TREE-ABRUPT-MILD	46	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=046	0d5357911c5c61c1	DT-I05-NST-v1|EXT|OPTIMISER|stream=0d5357911c5c61c1	61348c23c479d5ba
LOCAL_TREE-ABRUPT-MILD	47	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=047	1e9fbd7fc77879db	DT-I05-NST-v1|EXT|OPTIMISER|stream=1e9fbd7fc77879db	d01f8aa1a5596d8c
LOCAL_TREE-ABRUPT-MILD	48	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=048	54ef87e745e70fd4	DT-I05-NST-v1|EXT|OPTIMISER|stream=54ef87e745e70fd4	8318a13e82301b0c
LOCAL_TREE-ABRUPT-MILD	49	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=049	85291e0f268a8327	DT-I05-NST-v1|EXT|OPTIMISER|stream=85291e0f268a8327	66199840c86170d3
LOCAL_TREE-ABRUPT-MILD	50	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=050	bc795ce538386dfd	DT-I05-NST-v1|EXT|OPTIMISER|stream=bc795ce538386dfd	e16cb9ec0f857a0b
LOCAL_TREE-ABRUPT-MILD	51	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=051	ba6d8f413151696c	DT-I05-NST-v1|EXT|OPTIMISER|stream=ba6d8f413151696c	b6f5f5438c117517
LOCAL_TREE-ABRUPT-MILD	52	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=052	81089f4904c3349d	DT-I05-NST-v1|EXT|OPTIMISER|stream=81089f4904c3349d	d180a161c3c119a1
LOCAL_TREE-ABRUPT-MILD	53	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=053	6c748b28180c8cbd	DT-I05-NST-v1|EXT|OPTIMISER|stream=6c748b28180c8cbd	22d7795fd91a10da
LOCAL_TREE-ABRUPT-MILD	54	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=054	7ba082fe44e02428	DT-I05-NST-v1|EXT|OPTIMISER|stream=7ba082fe44e02428	4ce610c810c6ea41
LOCAL_TREE-ABRUPT-MILD	55	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=055	f5950db4e06426e9	DT-I05-NST-v1|EXT|OPTIMISER|stream=f5950db4e06426e9	6c3b6d9b2085aa4b
LOCAL_TREE-ABRUPT-MILD	56	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=056	282e7e484a9bc82b	DT-I05-NST-v1|EXT|OPTIMISER|stream=282e7e484a9bc82b	8d83c5929751a939
LOCAL_TREE-ABRUPT-MILD	57	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=057	d8e83fc22df40e19	DT-I05-NST-v1|EXT|OPTIMISER|stream=d8e83fc22df40e19	d3f12e010fcb5424
LOCAL_TREE-ABRUPT-MILD	58	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=058	711a24bf8d1f4f55	DT-I05-NST-v1|EXT|OPTIMISER|stream=711a24bf8d1f4f55	8d3e4dcc16820df4
LOCAL_TREE-ABRUPT-MILD	59	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=059	405928e25e53acb5	DT-I05-NST-v1|EXT|OPTIMISER|stream=405928e25e53acb5	d18e810c52d90319
LOCAL_TREE-ABRUPT-MILD	60	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=060	ec70c1c268d2bdd7	DT-I05-NST-v1|EXT|OPTIMISER|stream=ec70c1c268d2bdd7	bad7c61e680b0e9e
LOCAL_TREE-ABRUPT-MILD	61	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=061	5684bc99b2f6ad0b	DT-I05-NST-v1|EXT|OPTIMISER|stream=5684bc99b2f6ad0b	89ea30e10d9e12bc
LOCAL_TREE-ABRUPT-MILD	62	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=062	4f872e3d578cdc68	DT-I05-NST-v1|EXT|OPTIMISER|stream=4f872e3d578cdc68	160c958754349586
LOCAL_TREE-ABRUPT-MILD	63	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=063	8ede2d78c604fe1d	DT-I05-NST-v1|EXT|OPTIMISER|stream=8ede2d78c604fe1d	9126c4a00630ff6e
LOCAL_TREE-ABRUPT-MILD	64	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=064	bbc168cd63d35e92	DT-I05-NST-v1|EXT|OPTIMISER|stream=bbc168cd63d35e92	81edbd6f4dbfbbf2
LOCAL_TREE-ABRUPT-MILD	65	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=065	0ef26de62f659ca1	DT-I05-NST-v1|EXT|OPTIMISER|stream=0ef26de62f659ca1	058b94646e912850
LOCAL_TREE-ABRUPT-MILD	66	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=066	1856361c03d3516c	DT-I05-NST-v1|EXT|OPTIMISER|stream=1856361c03d3516c	c593a881b2d356df
LOCAL_TREE-ABRUPT-MILD	67	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=067	6cdd974609fc38a5	DT-I05-NST-v1|EXT|OPTIMISER|stream=6cdd974609fc38a5	a81271b6c6e0709f
LOCAL_TREE-ABRUPT-MILD	68	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=068	0a90a978ea3282ed	DT-I05-NST-v1|EXT|OPTIMISER|stream=0a90a978ea3282ed	e88b655a47426a2f
LOCAL_TREE-ABRUPT-MILD	69	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=069	bc715b2227cb46dc	DT-I05-NST-v1|EXT|OPTIMISER|stream=bc715b2227cb46dc	3c087d238b7b9487
LOCAL_TREE-ABRUPT-MILD	70	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=070	e09fb599d905d2d3	DT-I05-NST-v1|EXT|OPTIMISER|stream=e09fb599d905d2d3	71d4dcda2c4fe41a
LOCAL_TREE-ABRUPT-MILD	71	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=071	c512eb173d06e372	DT-I05-NST-v1|EXT|OPTIMISER|stream=c512eb173d06e372	84279629ff0c2eaa
LOCAL_TREE-ABRUPT-MILD	72	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=072	cca191c0c0c73a9b	DT-I05-NST-v1|EXT|OPTIMISER|stream=cca191c0c0c73a9b	51f2f6f4af84d294
LOCAL_TREE-ABRUPT-MILD	73	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=073	f795d7faf33d8006	DT-I05-NST-v1|EXT|OPTIMISER|stream=f795d7faf33d8006	4a2473c32084a9fa
LOCAL_TREE-ABRUPT-MILD	74	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=074	a89f71da19d31ac1	DT-I05-NST-v1|EXT|OPTIMISER|stream=a89f71da19d31ac1	ff92a6d1d633cd94
LOCAL_TREE-ABRUPT-MILD	75	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=075	87ed9a0dff1d2606	DT-I05-NST-v1|EXT|OPTIMISER|stream=87ed9a0dff1d2606	c5e19ed896e3ef6a
LOCAL_TREE-ABRUPT-MILD	76	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=076	498cc793a25f749c	DT-I05-NST-v1|EXT|OPTIMISER|stream=498cc793a25f749c	4cbf3b8f35099702
LOCAL_TREE-ABRUPT-MILD	77	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=077	6bef99dae24212d2	DT-I05-NST-v1|EXT|OPTIMISER|stream=6bef99dae24212d2	29fdd1c85fa68208
LOCAL_TREE-ABRUPT-MILD	78	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=078	177072c12df34fbb	DT-I05-NST-v1|EXT|OPTIMISER|stream=177072c12df34fbb	f2eba46dc734842b
LOCAL_TREE-ABRUPT-MILD	79	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-MILD|r=079	c46af31cb911ae67	DT-I05-NST-v1|EXT|OPTIMISER|stream=c46af31cb911ae67	6a9b8c5e9f289979
LOCAL_TREE-ABRUPT-SEVERE	0	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-SEVERE|r=000	4af2cff11627bf0d	DT-I05-NST-v1|EXT|OPTIMISER|stream=4af2cff11627bf0d	fbc664fa5040c799
LOCAL_TREE-ABRUPT-SEVERE	1	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-SEVERE|r=001	e9728786307f119e	DT-I05-NST-v1|EXT|OPTIMISER|stream=e9728786307f119e	56669d1d6602a5e5
LOCAL_TREE-ABRUPT-SEVERE	2	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-SEVERE|r=002	aeddaa7596a82c02	DT-I05-NST-v1|EXT|OPTIMISER|stream=aeddaa7596a82c02	3826d5365414f277
LOCAL_TREE-ABRUPT-SEVERE	3	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-SEVERE|r=003	63798eff613f3d2f	DT-I05-NST-v1|EXT|OPTIMISER|stream=63798eff613f3d2f	ff818e9b8d1697a6
LOCAL_TREE-ABRUPT-SEVERE	4	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-SEVERE|r=004	268bc2ab9aa2d0f3	DT-I05-NST-v1|EXT|OPTIMISER|stream=268bc2ab9aa2d0f3	d70ff366b27f22e6
LOCAL_TREE-ABRUPT-SEVERE	5	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-SEVERE|r=005	44699cc426e09db9	DT-I05-NST-v1|EXT|OPTIMISER|stream=44699cc426e09db9	c9fc18179b032dba
LOCAL_TREE-ABRUPT-SEVERE	6	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-SEVERE|r=006	ef51b0037773e10f	DT-I05-NST-v1|EXT|OPTIMISER|stream=ef51b0037773e10f	29c055827c0ff74b
LOCAL_TREE-ABRUPT-SEVERE	7	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-SEVERE|r=007	66f3a5c7e816b783	DT-I05-NST-v1|EXT|OPTIMISER|stream=66f3a5c7e816b783	3968428a3f83d897
LOCAL_TREE-ABRUPT-SEVERE	8	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-SEVERE|r=008	f74149482cbb9a58	DT-I05-NST-v1|EXT|OPTIMISER|stream=f74149482cbb9a58	fc7056b013bb789c
LOCAL_TREE-ABRUPT-SEVERE	9	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-SEVERE|r=009	e8acd1c7241c291f	DT-I05-NST-v1|EXT|OPTIMISER|stream=e8acd1c7241c291f	0e2f1c5385367f1f
LOCAL_TREE-ABRUPT-SEVERE	10	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-SEVERE|r=010	01773983eac6e95b	DT-I05-NST-v1|EXT|OPTIMISER|stream=01773983eac6e95b	e0843b14fe974d30
LOCAL_TREE-ABRUPT-SEVERE	11	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-SEVERE|r=011	b11079d43fd7f990	DT-I05-NST-v1|EXT|OPTIMISER|stream=b11079d43fd7f990	901e6db1ce0c8d22
LOCAL_TREE-ABRUPT-SEVERE	12	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-SEVERE|r=012	1c8cf66ede87d094	DT-I05-NST-v1|EXT|OPTIMISER|stream=1c8cf66ede87d094	d6ab57564962b708
LOCAL_TREE-ABRUPT-SEVERE	13	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-SEVERE|r=013	51e06319efadeaa0	DT-I05-NST-v1|EXT|OPTIMISER|stream=51e06319efadeaa0	9b14759d96736d77
LOCAL_TREE-ABRUPT-SEVERE	14	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-SEVERE|r=014	34651f67b37cb895	DT-I05-NST-v1|EXT|OPTIMISER|stream=34651f67b37cb895	4329670455e74f72
LOCAL_TREE-ABRUPT-SEVERE	15	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-SEVERE|r=015	42044306308bc86e	DT-I05-NST-v1|EXT|OPTIMISER|stream=42044306308bc86e	977d91c49ec72f24
LOCAL_TREE-ABRUPT-SEVERE	16	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-SEVERE|r=016	e30bad2ee7e31384	DT-I05-NST-v1|EXT|OPTIMISER|stream=e30bad2ee7e31384	af0e3fb3842b79f7
LOCAL_TREE-ABRUPT-SEVERE	17	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-SEVERE|r=017	363257dc5f1c346e	DT-I05-NST-v1|EXT|OPTIMISER|stream=363257dc5f1c346e	8dec7913c6e7b6b3
LOCAL_TREE-ABRUPT-SEVERE	18	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-SEVERE|r=018	59c24e2074954613	DT-I05-NST-v1|EXT|OPTIMISER|stream=59c24e2074954613	09b9e52410df61b7
LOCAL_TREE-ABRUPT-SEVERE	19	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-SEVERE|r=019	52512313e951a4b0	DT-I05-NST-v1|EXT|OPTIMISER|stream=52512313e951a4b0	13fe0f3581f31639
LOCAL_TREE-ABRUPT-SEVERE	20	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-ABRUPT-SEVERE|r=020	87dcd5f356f423fb	DT-I05-NST-v1|EXT|OPTIMISER|stream=87dcd5f356f423fb	a39a43f3f4c2c3b6
